time,latitude,longitude,speed,direction,date,magnetic declination,status,facing,facing2,sys_timestamp
072721.40,3106.66823016,10345.20690109,9.629,123.9,090925,2.0,A,North,East,1757402840.967716
072721.50,3106.66808585,10345.20715751,9.619,123.7,090925,2.0,A,North,East,1757402841.06807
072721.60,3106.66794172,10345.20741530,9.605,123.4,090925,2.0,A,North,East,1757402841.1563137
072721.70,3106.66780026,10345.20767463,9.661,122.9,090925,2.0,A,North,East,1757402841.2548563
072721.80,3106.66765840,10345.20793611,9.708,122.7,090925,2.0,A,North,East,1757402841.3664618
072721.90,3106.66751413,10345.20820031,9.738,122.7,090925,2.0,A,North,East,1757402841.4647253
072722.00,3106.66736947,10345.20846436,9.732,122.7,090925,2.0,A,North,East,1757402841.57652
072722.10,3106.66722360,10345.20872864,9.738,122.9,090925,2.0,A,North,East,1757402841.6762471
072722.20,3106.66707590,10345.20899320,9.737,123.1,090925,2.0,A,North,East,1757402841.7765648
072722.30,3106.66692735,10345.20925769,9.742,123.2,090925,2.0,A,North,East,1757402841.8741307
072722.40,3106.66677800,10345.20952262,9.751,123.3,090925,2.0,A,North,East,1757402841.9731786
072722.50,3106.66662779,10345.20978769,9.752,123.2,090925,2.0,A,North,East,1757402842.061861
072722.60,3106.66647890,10345.21005247,9.756,123.1,090925,2.0,A,North,East,1757402842.162316
072722.70,3106.66632896,10345.21031781,9.756,123.1,090925,2.0,A,North,East,1757402842.270047
072722.80,3106.66617852,10345.21058338,9.763,123.2,090925,2.0,A,North,East,1757402842.3595624
072722.90,3106.66602741,10345.21084991,9.771,123.2,090925,2.0,A,North,East,1757402842.4601748
072723.00,3106.66587470,10345.21111905,9.803,123.1,090925,2.0,A,North,East,1757402842.5837836
072723.10,3106.66572302,10345.21138796,9.802,123.0,090925,2.0,A,North,East,1757402842.6785147
072723.20,3106.66557346,10345.21165513,9.775,122.8,090925,2.0,A,North,East,1757402842.7768757
072723.30,3106.66542436,10345.21192172,9.755,122.8,090925,2.0,A,North,East,1757402842.8686068
072723.40,3106.66527617,10345.21218829,9.738,122.6,090925,2.0,A,North,East,1757402842.959637
072723.50,3106.66512865,10345.21245513,9.719,122.5,090925,2.0,A,North,East,1757402843.0566425
072723.60,3106.66498215,10345.21272135,9.681,122.3,090925,2.0,A,North,East,1757402843.1607237
072723.70,3106.66483790,10345.21298674,9.696,122.2,090925,2.0,A,North,East,1757402843.2675571
072723.80,3106.66469398,10345.21325172,9.723,122.4,090925,2.0,A,North,East,1757402843.3620784
072723.90,3106.66454863,10345.21351603,9.741,122.7,090925,2.0,A,North,East,1757402843.4618669
072724.00,3106.66440305,10345.21378069,9.770,122.8,090925,2.0,A,North,East,1757402843.576619
072724.10,3106.66425704,10345.21404566,9.803,122.9,090925,2.0,A,North,East,1757402843.6782072
072724.20,3106.66410961,10345.21431150,9.800,122.8,090925,2.0,A,North,East,1757402843.7778935
072724.30,3106.66396325,10345.21457771,9.811,122.7,090925,2.0,A,North,East,1757402843.8767102
072724.40,3106.66381710,10345.21484384,9.801,122.7,090925,2.0,A,North,East,1757402843.963872
072724.50,3106.66366968,10345.21511051,9.782,122.6,090925,2.0,A,North,East,1757402844.057872
072724.60,3106.66352219,10345.21537601,9.740,122.7,090925,2.0,A,North,East,1757402844.1592734
072724.70,3106.66337549,10345.21564004,9.731,122.8,090925,2.0,A,North,East,1757402844.25741
072724.80,3106.66322771,10345.21590487,9.736,122.9,090925,2.0,A,North,East,1757402844.3585618
072724.90,3106.66308279,10345.21616920,9.765,122.7,090925,2.0,A,North,East,1757402844.4670966
072725.00,3106.66293718,10345.21643372,9.767,122.8,090925,2.0,A,North,East,1757402844.5793521
072725.10,3106.66278841,10345.21670011,9.755,122.8,090925,2.0,A,North,East,1757402844.67771
072725.20,3106.66263834,10345.21696747,9.736,122.7,090925,2.0,A,North,East,1757402844.7717645
072725.30,3106.66248868,10345.21723336,9.698,122.8,090925,2.0,A,North,East,1757402844.8704102
072725.40,3106.66233924,10345.21749715,9.641,123.0,090925,2.0,A,North,East,1757402844.9622283
072725.50,3106.66219099,10345.21776038,9.622,122.9,090925,2.0,A,North,East,1757402845.059971
072725.60,3106.66204325,10345.21802354,9.619,122.8,090925,2.0,A,North,East,1757402845.1683598
072725.70,3106.66189787,10345.21828619,9.627,122.7,090925,2.0,A,North,East,1757402845.2587035
072725.80,3106.66175125,10345.21854972,9.643,122.8,090925,2.0,A,North,East,1757402845.3604252
072725.90,3106.66160368,10345.21881386,9.676,122.8,090925,2.0,A,North,East,1757402845.458074
072726.00,3106.66145471,10345.21907861,9.716,123.0,090925,2.0,A,North,East,1757402845.5779114
072726.10,3106.66130600,10345.21934348,9.760,123.1,090925,2.0,A,North,East,1757402845.6793892
072726.20,3106.66115755,10345.21960789,9.783,123.2,090925,2.0,A,North,East,1757402845.7798817
072726.30,3106.66100991,10345.21987313,9.820,123.1,090925,2.0,A,North,East,1757402845.8672888
072726.40,3106.66086161,10345.22014021,9.849,122.9,090925,2.0,A,North,East,1757402845.95829
072726.50,3106.66071434,10345.22040681,9.854,122.8,090925,2.0,A,North,East,1757402846.0687757
072726.60,3106.66056687,10345.22067342,9.844,122.8,090925,2.0,A,North,East,1757402846.1643686
072726.70,3106.66041851,10345.22093964,9.819,122.9,090925,2.0,A,North,East,1757402846.265214
072726.80,3106.66026908,10345.22120605,9.818,123.1,090925,2.0,A,North,East,1757402846.356753
072726.90,3106.66011910,10345.22147134,9.790,123.2,090925,2.0,A,North,East,1757402846.4614968
072727.00,3106.65996951,10345.22173548,9.743,123.3,090925,2.0,A,North,East,1757402846.573708
072727.10,3106.65982190,10345.22199800,9.727,123.2,090925,2.0,A,North,East,1757402846.6740882
072727.20,3106.65967483,10345.22226076,9.735,123.2,090925,2.0,A,North,East,1757402846.7788005
072727.30,3106.65952693,10345.22252422,9.746,123.2,090925,2.0,A,North,East,1757402846.877241
072727.40,3106.65937901,10345.22278794,9.758,123.2,090925,2.0,A,North,East,1757402846.9571292
072727.50,3106.65923103,10345.22305142,9.755,123.2,090925,2.0,A,North,East,1757402847.0654333
072727.60,3106.65908471,10345.22331319,9.705,123.1,090925,2.0,A,North,East,1757402847.1567676
072727.70,3106.65894023,10345.22357046,9.619,123.3,090925,2.0,A,North,East,1757402847.2567239
072727.80,3106.65879395,10345.22382638,9.582,123.7,090925,2.0,A,North,East,1757402847.3599815
072727.90,3106.65864586,10345.22408290,9.595,124.0,090925,2.0,A,North,East,1757402847.459925
072728.00,3106.65849676,10345.22434064,9.627,124.0,090925,2.0,A,North,East,1757402847.5766013
072728.10,3106.65834741,10345.22459839,9.664,124.0,090925,2.0,A,North,East,1757402847.679445
072728.20,3106.65819742,10345.22485725,9.709,124.1,090925,2.0,A,North,East,1757402847.771365
072728.30,3106.65804734,10345.22511615,9.724,124.2,090925,2.0,A,North,East,1757402847.870138
072728.40,3106.65789695,10345.22537609,9.710,124.0,090925,2.0,A,North,East,1757402847.9643466
072728.50,3106.65774692,10345.22563528,9.681,124.0,090925,2.0,A,North,East,1757402848.0598848
072728.60,3106.65759806,10345.22589424,9.677,123.9,090925,2.0,A,North,East,1757402848.1634414
072728.70,3106.65744690,10345.22615393,9.675,124.0,090925,2.0,A,North,East,1757402848.2643056
072728.80,3106.65729567,10345.22641332,9.653,124.0,090925,2.0,A,North,East,1757402848.3576758
072728.90,3106.65714444,10345.22667294,9.647,124.0,090925,2.0,A,North,East,1757402848.463334
072729.00,3106.65699317,10345.22693299,9.642,123.9,090925,2.0,A,North,East,1757402848.5781317
072729.10,3106.65684150,10345.22719325,9.653,123.9,090925,2.0,A,North,East,1757402848.6777327
072729.20,3106.65668956,10345.22745390,9.687,124.0,090925,2.0,A,North,East,1757402848.7819982
072729.30,3106.65653611,10345.22771466,9.745,124.3,090925,2.0,A,North,East,1757402848.8598835
072729.40,3106.65638288,10345.22797620,9.757,124.2,090925,2.0,A,North,East,1757402848.961059
072729.50,3106.65622812,10345.22823995,9.768,124.0,090925,2.0,A,North,East,1757402849.0589042
072729.60,3106.65607448,10345.22850532,9.780,123.7,090925,2.0,A,North,East,1757402849.1652842
072729.70,3106.65592205,10345.22877060,9.755,123.4,090925,2.0,A,North,East,1757402849.2608802
072729.80,3106.65577014,10345.22903539,9.738,123.4,090925,2.0,A,North,East,1757402849.363272
072729.90,3106.65561890,10345.22929973,9.724,123.3,090925,2.0,A,North,East,1757402849.462507
072730.00,3106.65546868,10345.22956326,9.728,123.4,090925,2.0,A,North,East,1757402849.5789242
072730.10,3106.65531720,10345.22982730,9.736,123.4,090925,2.0,A,North,East,1757402849.679723
072730.20,3106.65516579,10345.23009125,9.721,123.4,090925,2.0,A,North,East,1757402849.7717779
072730.30,3106.65501492,10345.23035552,9.711,123.3,090925,2.0,A,North,East,1757402849.858752
072730.40,3106.65486567,10345.23061899,9.696,123.2,090925,2.0,A,North,East,1757402849.9769704
072730.50,3106.65471836,10345.23088060,9.652,123.1,090925,2.0,A,North,East,1757402850.065414
072730.60,3106.65457142,10345.23114247,9.674,123.1,090925,2.0,A,North,East,1757402850.1616058
072730.70,3106.65442441,10345.23140485,9.694,123.0,090925,2.0,A,North,East,1757402850.2604444
072730.80,3106.65427693,10345.23166816,9.716,123.0,090925,2.0,A,North,East,1757402850.3640368
072730.90,3106.65412688,10345.23193411,9.759,123.0,090925,2.0,A,North,East,1757402850.4639757
072731.00,3106.65397826,10345.23219928,9.778,123.0,090925,2.0,A,North,East,1757402850.580288
072731.10,3106.65383077,10345.23246439,9.783,122.9,090925,2.0,A,North,East,1757402850.6683066
072731.20,3106.65368322,10345.23272914,9.764,122.9,090925,2.0,A,North,East,1757402850.7831998
072731.30,3106.65353598,10345.23299406,9.758,122.8,090925,2.0,A,North,East,1757402850.869475
072731.40,3106.65338847,10345.23325872,9.744,122.9,090925,2.0,A,North,East,1757402850.9631474
072731.50,3106.65324176,10345.23352328,9.736,122.8,090925,2.0,A,North,East,1757402851.0616558
072731.60,3106.65309514,10345.23378828,9.730,122.7,090925,2.0,A,North,East,1757402851.1684933
072731.70,3106.65294896,10345.23405388,9.731,122.6,090925,2.0,A,North,East,1757402851.2559962
072731.80,3106.65280340,10345.23432022,9.718,122.3,090925,2.0,A,North,East,1757402851.3596556
072731.90,3106.65265791,10345.23458643,9.739,122.4,090925,2.0,A,North,East,1757402851.4581246
072732.00,3106.65251183,10345.23485295,9.754,122.5,090925,2.0,A,North,East,1757402851.5757542
072732.10,3106.65236450,10345.23512037,9.785,122.5,090925,2.0,A,North,East,1757402851.6794071
072732.20,3106.65221684,10345.23538675,9.771,122.7,090925,2.0,A,North,East,1757402851.7765949
072732.30,3106.65207085,10345.23565112,9.745,122.7,090925,2.0,A,North,East,1757402851.8656795
072732.40,3106.65192691,10345.23591371,9.740,122.8,090925,2.0,A,North,East,1757402851.9809978
072732.50,3106.65178265,10345.23617546,9.725,122.9,090925,2.0,A,North,East,1757402852.057739
072732.60,3106.65163796,10345.23643796,9.728,122.9,090925,2.0,A,North,East,1757402852.1635325
072732.70,3106.65149385,10345.23669996,9.741,122.9,090925,2.0,A,North,East,1757402852.2625666
072732.80,3106.65135053,10345.23696026,9.738,123.1,090925,2.0,A,North,East,1757402852.364377
072732.90,3106.65120826,10345.23721924,9.725,123.1,090925,2.0,A,North,East,1757402852.4679623
072733.00,3106.65106509,10345.23747772,9.705,123.3,090925,2.0,A,North,East,1757402852.5736182
072733.10,3106.65092297,10345.23773467,9.684,123.4,090925,2.0,A,North,East,1757402852.6742857
072733.20,3106.65078003,10345.23799224,9.679,123.4,090925,2.0,A,North,East,1757402852.7788565
072733.30,3106.65063565,10345.23825115,9.675,123.4,090925,2.0,A,North,East,1757402852.8770268
072733.40,3106.65049121,10345.23851081,9.669,123.3,090925,2.0,A,North,East,1757402852.9661615
072733.50,3106.65034576,10345.23877023,9.678,123.4,090925,2.0,A,North,East,1757402853.0647414
072733.60,3106.65019112,10345.23903602,10.020,124.4,090925,2.0,A,North,East,1757402853.159158
072733.70,3106.65003083,10345.23930973,10.229,124.2,090925,2.0,A,North,East,1757402853.2564855
072733.80,3106.64987812,10345.23957741,9.871,123.4,090925,2.0,A,North,East,1757402853.3575218
072733.90,3106.64974812,10345.23982364,8.979,121.7,090925,2.0,A,North,East,1757402853.4629512
072734.00,3106.64964010,10345.24004547,7.861,119.6,090925,2.0,A,North,East,1757402853.5776432
072734.10,3106.64954971,10345.24024446,6.928,117.9,090925,2.0,A,North,East,1757402853.6764627
072734.20,3106.64947524,10345.24042063,6.005,116.3,090925,2.0,A,North,East,1757402853.7798638
072734.30,3106.64941612,10345.24057697,5.189,113.8,090925,2.0,A,North,East,1757402853.8696718
072734.40,3106.64937547,10345.24071412,4.375,108.9,090925,2.0,A,North,East,1757402853.9623199
072734.50,3106.64935302,10345.24083341,3.645,101.8,090925,2.0,A,North,East,1757402854.060828
072734.60,3106.64934482,10345.24093476,3.008,94.1,090925,2.0,A,North,East,1757402854.161674
072734.70,3106.64934872,10345.24101968,2.492,84.6,090925,2.0,A,North,East,1757402854.2562683
072734.80,3106.64936265,10345.24108942,2.092,73.3,090925,2.0,A,North,East,1757402854.360433
072734.90,3106.64938021,10345.24114283,1.670,63.9,090925,2.0,A,North,East,1757402854.4574237
072735.00,3106.64939635,10345.24117710,1.134,53.3,090925,2.0,A,North,East,1757402854.5720458
072735.10,3106.64941660,10345.24119771,0.940,30.3,090925,2.0,A,North,East,1757402854.6728778
072735.20,3106.64945033,10345.24121447,1.332,14.9,090925,2.0,A,North,East,1757402854.7788944
072735.30,3106.64950108,10345.24123742,1.977,15.9,090925,2.0,A,North,East,1757402854.8787127
072735.40,3106.64956865,10345.24126627,2.636,16.5,090925,2.0,A,North,East,1757402854.9573233
072735.50,3106.64964864,10345.24129725,3.113,15.8,090925,2.0,A,North,East,1757402855.065227
072735.60,3106.64973931,10345.24133713,3.578,18.4,090925,2.0,A,North,East,1757402855.1610594
072735.70,3106.64983532,10345.24139887,4.031,26.9,090925,2.0,A,North,East,1757402855.2601814
072735.80,3106.64993692,10345.24148851,4.664,35.5,090925,2.0,A,North,East,1757402855.3602517
072735.90,3106.65004493,10345.24160355,5.353,41.1,090925,2.0,A,North,East,1757402855.4579692
072736.00,3106.65016009,10345.24174091,6.036,44.7,090925,2.0,A,North,East,1757402855.5748303
072736.10,3106.65028230,10345.24189327,6.560,46.2,090925,2.0,A,North,East,1757402855.6741385
072736.20,3106.65041212,10345.24205604,6.998,46.6,090925,2.0,A,North,East,1757402855.7745664
072736.30,3106.65055110,10345.24222492,7.366,45.8,090925,2.0,A,North,East,1757402855.872594
072736.40,3106.65070080,10345.24239980,7.774,44.7,090925,2.0,A,North,East,1757402855.9563408
072736.50,3106.65086390,10345.24258121,8.260,43.4,090925,2.0,A,North,East,1757402856.0654743
072736.60,3106.65104155,10345.24276868,8.777,41.9,090925,2.0,A,North,East,1757402856.1666152
072736.70,3106.65124083,10345.24296498,9.544,40.0,090925,2.0,A,North,East,1757402856.2638052
072736.80,3106.65146269,10345.24317443,10.436,38.8,090925,2.0,A,North,East,1757402856.3588722
072736.90,3106.65169791,10345.24339169,10.982,38.2,090925,2.0,A,North,East,1757402856.4589138
072737.00,3106.65193521,10345.24360478,10.985,37.5,090925,2.0,A,North,East,1757402856.5804665
072737.10,3106.65216626,10345.24380367,10.544,36.3,090925,2.0,A,North,East,1757402856.680481
072737.20,3106.65238957,10345.24398622,10.002,34.9,090925,2.0,A,North,East,1757402856.7787647
072737.30,3106.65260884,10345.24415588,9.623,33.3,090925,2.0,A,North,East,1757402856.8766813
072737.40,3106.65282900,10345.24431811,9.494,32.0,090925,2.0,A,North,East,1757402856.968146
072737.50,3106.65305208,10345.24447667,9.502,31.1,090925,2.0,A,North,East,1757402857.0615609
072737.60,3106.65327821,10345.24463310,9.554,30.4,090925,2.0,A,North,East,1757402857.1605632
072737.70,3106.65350513,10345.24478672,9.533,29.9,090925,2.0,A,North,East,1757402857.258155
072737.80,3106.65373213,10345.24493552,9.457,29.1,090925,2.0,A,North,East,1757402857.3583608
072737.90,3106.65395997,10345.24508207,9.442,28.6,090925,2.0,A,North,East,1757402857.4724705
072738.00,3106.65418896,10345.24522828,9.465,28.4,090925,2.0,A,North,East,1757402857.576538
072738.10,3106.65441997,10345.24537417,9.522,28.1,090925,2.0,A,North,East,1757402857.6763086
072738.20,3106.65465283,10345.24551972,9.569,27.9,090925,2.0,A,North,East,1757402857.7845745
072738.30,3106.65488866,10345.24566678,9.686,27.8,090925,2.0,A,North,East,1757402857.8644454
072738.40,3106.65512568,10345.24581597,9.755,28.1,090925,2.0,A,North,East,1757402857.9628255
072738.50,3106.65536352,10345.24596658,9.800,28.2,090925,2.0,A,North,East,1757402858.0605478
072738.60,3106.65560159,10345.24611681,9.802,28.2,090925,2.0,A,North,East,1757402858.1643133
072738.70,3106.65584007,10345.24626722,9.816,28.2,090925,2.0,A,North,East,1757402858.2619364
072738.80,3106.65607925,10345.24641790,9.838,28.2,090925,2.0,A,North,East,1757402858.3563719
072738.90,3106.65631872,10345.24656821,9.839,28.1,090925,2.0,A,North,East,1757402858.465929
072739.00,3106.65655805,10345.24671892,9.839,28.1,090925,2.0,A,North,East,1757402858.5775168
072739.10,3106.65679414,10345.24687124,9.819,28.1,090925,2.0,A,North,East,1757402858.6777558
072739.20,3106.65703207,10345.24702173,9.808,28.1,090925,2.0,A,North,East,1757402858.7766113
072739.30,3106.65727005,10345.24717181,9.797,28.1,090925,2.0,A,North,East,1757402858.8653252
072739.40,3106.65750733,10345.24732189,9.773,28.1,090925,2.0,A,North,East,1757402858.9689162
072739.50,3106.65774348,10345.24747284,9.758,28.2,090925,2.0,A,North,East,1757402859.0707653
072739.60,3106.65797916,10345.24762425,9.757,28.3,090925,2.0,A,North,East,1757402859.1570966
072739.70,3106.65821498,10345.24777567,9.742,28.5,090925,2.0,A,North,East,1757402859.2660336
072739.80,3106.65845089,10345.24792728,9.743,28.6,090925,2.0,A,North,East,1757402859.3643808
072739.90,3106.65868677,10345.24807925,9.745,28.7,090925,2.0,A,North,East,1757402859.4664848
072740.00,3106.65892231,10345.24823423,9.779,29.1,090925,2.0,A,North,East,1757402859.573813
072740.10,3106.65915874,10345.24839182,9.839,29.6,090925,2.0,A,North,East,1757402859.672839
072740.20,3106.65939499,10345.24855262,9.886,30.1,090925,2.0,A,North,East,1757402859.771897
072740.30,3106.65963057,10345.24871587,9.913,30.4,090925,2.0,A,North,East,1757402859.857679
072740.40,3106.65986481,10345.24888219,9.928,30.9,090925,2.0,A,North,East,1757402859.9644675
072740.50,3106.66009905,10345.24904973,9.928,31.3,090925,2.0,A,North,East,1757402860.062751
072740.60,3106.66033398,10345.24921659,9.927,31.3,090925,2.0,A,North,East,1757402860.1604779
072740.70,3106.66056784,10345.24938402,9.917,31.3,090925,2.0,A,North,East,1757402860.2647283
072740.80,3106.66080091,10345.24955220,9.914,31.4,090925,2.0,A,North,East,1757402860.3632326
072740.90,3106.66103370,10345.24972112,9.917,31.5,090925,2.0,A,North,East,1757402860.464037
072741.00,3106.66126598,10345.24989104,9.926,31.6,090925,2.0,A,North,East,1757402860.57273
072741.10,3106.66149849,10345.25006058,9.926,31.6,090925,2.0,A,North,East,1757402860.676664
072741.20,3106.66173191,10345.25022876,9.891,31.6,090925,2.0,A,North,East,1757402860.771778
072741.30,3106.66196510,10345.25039660,9.871,31.6,090925,2.0,A,North,East,1757402860.860291
072741.40,3106.66219887,10345.25056440,9.879,31.7,090925,2.0,A,North,East,1757402860.9587474
072741.50,3106.66243149,10345.25073413,9.886,31.9,090925,2.0,A,North,East,1757402861.0647838
072741.60,3106.66266373,10345.25090466,9.892,32.1,090925,2.0,A,North,East,1757402861.1629994
072741.70,3106.66289694,10345.25107613,9.918,32.3,090925,2.0,A,North,East,1757402861.2548149
072741.80,3106.66313205,10345.25125158,9.939,32.6,090925,2.0,A,North,East,1757402861.3659167
072741.90,3106.66336580,10345.25142998,9.958,33.1,090925,2.0,A,North,East,1757402861.4652183
072742.00,3106.66359802,10345.25161049,9.957,33.4,090925,2.0,A,North,East,1757402861.5732012
072742.10,3106.66382932,10345.25179203,9.969,33.5,090925,2.0,A,North,East,1757402861.6723094
072742.20,3106.66406139,10345.25197295,9.969,33.6,090925,2.0,A,North,East,1757402861.7728934
072742.30,3106.66429435,10345.25215373,9.989,33.6,090925,2.0,A,North,East,1757402861.8648682
072742.40,3106.66452760,10345.25233423,9.995,33.5,090925,2.0,A,North,East,1757402861.9698782
072742.50,3106.66476067,10345.25251377,9.990,33.5,090925,2.0,A,North,East,1757402862.0578272
072742.60,3106.66499322,10345.25269292,9.973,33.5,090925,2.0,A,North,East,1757402862.1577055
072742.70,3106.66522528,10345.25287234,9.966,33.6,090925,2.0,A,North,East,1757402862.2620943
072742.80,3106.66545621,10345.25305359,9.974,33.6,090925,2.0,A,North,East,1757402862.3599439
072742.90,3106.66568553,10345.25323608,9.980,33.6,090925,2.0,A,North,East,1757402862.4557106
072743.00,3106.66591585,10345.25341669,9.966,33.5,090925,2.0,A,North,East,1757402862.576556
072743.10,3106.66614525,10345.25359681,9.939,33.5,090925,2.0,A,North,East,1757402862.6641457
072743.20,3106.66637440,10345.25377567,9.910,33.3,090925,2.0,A,North,East,1757402862.7744465
072743.30,3106.66660376,10345.25395373,9.897,33.3,090925,2.0,A,North,East,1757402862.861495
072743.40,3106.66683341,10345.25413178,9.909,33.2,090925,2.0,A,North,East,1757402862.9599404
072743.50,3106.66706277,10345.25431028,9.917,33.2,090925,2.0,A,North,East,1757402863.0555182
072743.60,3106.66729227,10345.25448913,9.927,33.3,090925,2.0,A,North,East,1757402863.1554453
072743.70,3106.66752285,10345.25466758,9.941,33.4,090925,2.0,A,North,East,1757402863.2650027
072743.80,3106.66775472,10345.25484691,9.980,33.6,090925,2.0,A,North,East,1757402863.3649187
072743.90,3106.66798657,10345.25502724,9.990,33.9,090925,2.0,A,North,East,1757402863.4568703
072744.00,3106.66821779,10345.25520874,9.992,34.1,090925,2.0,A,North,East,1757402863.5758033
072744.10,3106.66844607,10345.25539208,9.946,34.7,090925,2.0,A,North,East,1757402863.6688743
072744.20,3106.66867363,10345.25557507,9.909,34.9,090925,2.0,A,North,East,1757402863.7798378
072744.30,3106.66890008,10345.25575780,9.882,34.8,090925,2.0,A,North,East,1757402863.8578045
072744.40,3106.66912562,10345.25594030,9.859,34.8,090925,2.0,A,North,East,1757402863.9656343
072744.50,3106.66935104,10345.25612106,9.823,34.6,090925,2.0,A,North,East,1757402864.0568066
072744.60,3106.66957737,10345.25630065,9.814,34.5,090925,2.0,A,North,East,1757402864.168508
072744.70,3106.66980797,10345.25647707,9.844,34.2,090925,2.0,A,North,East,1757402864.2623982
072744.80,3106.67003957,10345.25665262,9.866,34.1,090925,2.0,A,North,East,1757402864.3640523
072744.90,3106.67027015,10345.25682906,9.874,33.9,090925,2.0,A,North,East,1757402864.475493
072745.00,3106.67050047,10345.25700551,9.870,33.9,090925,2.0,A,North,East,1757402864.5698
072745.10,3106.67072965,10345.25718271,9.859,34.0,090925,2.0,A,North,East,1757402864.6737883
072745.20,3106.67095548,10345.25736252,9.841,34.3,090925,2.0,A,North,East,1757402864.7723463
072745.30,3106.67118120,10345.25754328,9.847,34.5,090925,2.0,A,North,East,1757402864.869727
072745.40,3106.67140655,10345.25772554,9.871,34.7,090925,2.0,A,North,East,1757402864.9657848
072745.50,3106.67163177,10345.25791034,9.903,34.9,090925,2.0,A,North,East,1757402865.0600164
072745.60,3106.67185527,10345.25809691,9.902,35.1,090925,2.0,A,North,East,1757402865.1576772
072745.70,3106.67207832,10345.25828503,9.925,35.3,090925,2.0,A,North,East,1757402865.26017
072745.80,3106.67230171,10345.25847258,9.915,35.4,090925,2.0,A,North,East,1757402865.3586757
072745.90,3106.67252416,10345.25865977,9.881,35.5,090925,2.0,A,North,East,1757402865.4617922
072746.00,3106.67274547,10345.25884504,9.804,35.5,090925,2.0,A,North,East,1757402865.5733523
072746.10,3106.67296560,10345.25902994,9.785,35.5,090925,2.0,A,North,East,1757402865.6732917
072746.20,3106.67318513,10345.25921568,9.792,35.5,090925,2.0,A,North,East,1757402865.7745423
072746.30,3106.67340724,10345.25940058,9.845,35.2,090925,2.0,A,North,East,1757402865.858641
072746.40,3106.67363134,10345.25958398,9.855,35.1,090925,2.0,A,North,East,1757402865.9571595
072746.50,3106.67385732,10345.25976678,9.883,35.0,090925,2.0,A,North,East,1757402866.061529
072746.60,3106.67408327,10345.25994990,9.891,35.0,090925,2.0,A,North,East,1757402866.164764
072746.70,3106.67430906,10345.26013337,9.894,35.0,090925,2.0,A,North,East,1757402866.2568622
072746.80,3106.67453449,10345.26031697,9.891,35.0,090925,2.0,A,North,East,1757402866.3550215
072746.90,3106.67475956,10345.26050229,9.902,35.1,090925,2.0,A,North,East,1757402866.4618552
072747.00,3106.67498371,10345.26068875,9.919,35.1,090925,2.0,A,North,East,1757402866.5705707
072747.10,3106.67520776,10345.26087567,9.937,35.0,090925,2.0,A,North,East,1757402866.6626506
072747.20,3106.67543218,10345.26106186,9.933,35.0,090925,2.0,A,North,East,1757402866.7734385
072747.30,3106.67565613,10345.26124617,9.881,34.8,090925,2.0,A,North,East,1757402866.85722
072747.40,3106.67587958,10345.26142917,9.844,34.7,090925,2.0,A,North,East,1757402866.9559228
072747.50,3106.67610213,10345.26161184,9.827,34.6,090925,2.0,A,North,East,1757402867.0608947
072747.60,3106.67632470,10345.26179389,9.808,34.6,090925,2.0,A,North,East,1757402867.1595306
072747.70,3106.67654913,10345.26197525,9.826,34.6,090925,2.0,A,North,East,1757402867.2638779
072747.80,3106.67677565,10345.26215619,9.862,34.5,090925,2.0,A,North,East,1757402867.3609805
072747.90,3106.67700362,10345.26233503,9.869,34.1,090925,2.0,A,North,East,1757402867.465229
072748.00,3106.67723073,10345.26251415,9.864,34.0,090925,2.0,A,North,East,1757402867.5770645
072748.10,3106.67745797,10345.26269283,9.869,33.8,090925,2.0,A,North,East,1757402867.6703243
072748.20,3106.67768740,10345.26286982,9.882,33.6,090925,2.0,A,North,East,1757402867.776168
072748.30,3106.67791859,10345.26304636,9.905,33.6,090925,2.0,A,North,East,1757402867.865996
072748.40,3106.67815030,10345.26322270,9.931,33.6,090925,2.0,A,North,East,1757402867.9658723
072748.50,3106.67838417,10345.26339875,9.958,33.8,090925,2.0,A,North,East,1757402868.0604415
072748.60,3106.67861696,10345.26357578,9.949,33.9,090925,2.0,A,North,East,1757402868.159725
072748.70,3106.67884905,10345.26375342,9.934,34.1,090925,2.0,A,North,East,1757402868.2648673
072748.80,3106.67907942,10345.26393288,9.916,34.5,090925,2.0,A,North,East,1757402868.3654704
072748.90,3106.67930847,10345.26411333,9.905,34.7,090925,2.0,A,North,East,1757402868.4567432
072749.00,3106.67953704,10345.26429385,9.895,34.7,090925,2.0,A,North,East,1757402868.5773473
072749.10,3106.67976489,10345.26447361,9.865,34.6,090925,2.0,A,North,East,1757402868.658082
072749.20,3106.67999234,10345.26465317,9.848,34.6,090925,2.0,A,North,East,1757402868.7778292
072749.30,3106.68021952,10345.26483295,9.847,34.6,090925,2.0,A,North,East,1757402868.8607688
072749.40,3106.68044609,10345.26501285,9.837,34.6,090925,2.0,A,North,East,1757402868.9583144
072749.50,3106.68067191,10345.26519422,9.842,34.6,090925,2.0,A,North,East,1757402869.0605037
072749.60,3106.68089694,10345.26537467,9.838,34.4,090925,2.0,A,North,East,1757402869.1596978
072749.70,3106.68112292,10345.26555442,9.853,33.9,090925,2.0,A,North,East,1757402869.2648053
072749.80,3106.68135093,10345.26573377,9.907,33.6,090925,2.0,A,North,East,1757402869.3612483
072749.90,3106.68158105,10345.26591227,9.952,33.3,090925,2.0,A,North,East,1757402869.4643366
